Код BSU,Артикул,Артикул цифровой,Наименование,Наименование для сайта,Версия,Тип элемента,Штрихкод штука,Штрихкод коробка,Штрихкод паллет,Бренд,Коллекция,Стиль коллекции,Базовая единица измерения,Формат плиты номинальный,Формат плиты округленный,Формат коллекции округленный,Ширина плитки (см),Длина плитки (см),Толщина плитки (см),Вес одной плитки (кг),Количество слоев в паллете,Количество коробов в слое паллеты,Количество коробов на паллете,Количество изделий в коробке,Количество плиток в коробке,М2 в одной коробке,Ширина коробки (м),Длина коробки (м),Высота коробки (м),Вес коробки брутто (кг),Вес коробки нетто (кг),м2/шт на паллете,Ширина паллеты (м),Длина паллеты (м),Высота паллеты (м),Вес паллеты брутто (кг),Вес паллеты нетто (кг),Короб пустой брутто (кг),Поддон пустой брутто (кг),Вес полиэтилена (кг),Страна происхождения,Цвет плитки,Дизайн,Материал,Вид поверхности,Поверхность,Фактура поверхности,Ректификат,Рельеф,Водопоглащение,Морозостойкость,Класс износостойкости,Класс устойчивости к скольжению,Количество фрагментов рисунка,Назначение,Применение,Помещения,Фото плиты,Фото Коллекции,Кол-во доп фото коллекции,Доп фото коллекции,"Видео 360, YouTube"
A17421,17421,17421,Глаз. керамогранит Onio полированный серый ректификат 60x120,Керамогранит Cersanit Onio полированный серый ректификат  60x120 A17421,полированный,Керамогранит,,4690311132918,14690311132915,Cersanit,Onio,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,серый,Камень,Керамогранит,полированный,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/690/1tcmkno08hb2ag27v98a0pmqb2nnchpi/A17421_01.jpg;https://pvi.cersanit.ru/upload/uf/bc1/ene9mdseigcquzoq362muq91ijsnvxfi/A17421_02.jpg;https://pvi.cersanit.ru/upload/uf/13d/pcgc663c8gdr4dyddvk7e920lyv7j1z2/A17421_03.jpg;https://pvi.cersanit.ru/upload/uf/83c/j5067edy06ulex9gztw42s5crb982po4/A17421_04.jpg;https://pvi.cersanit.ru/upload/uf/d35/oz1g2bmux2dj2mcana7jqyc9txtdw2qt/A17421_05.jpg,https://pvi.cersanit.ru/upload/uf/d71/9raosa9yjfp22bgpq1vev79vp8arrxs0/INT_Onio_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/64f/lcz1z0vf0qa796stltm5zus5rqi6eqyr/INT_Onio_1_2.jpg;https://pvi.cersanit.ru/upload/uf/5ed/2ggq85yh9kul1kqunev9x5kvtzy3ddvr/INT_Onio_1_3.jpg;https://pvi.cersanit.ru/upload/uf/1dc/1l6hte75tego0lngdu4bp5ajw9ij3a6i/INT_Onio_1_4.jpg;https://pvi.cersanit.ru/upload/uf/03f/vv8h38qgiztz5gzr589ljru0ikza1gy6/INT_Onio_1_5.jpg,
A17422,17422,17422,Глаз. керамогранит Travertino бежевый рельеф ректификат 60x120,Керамогранит Cersanit Travertino  бежевый ректификат  рельеф  60x120 A17422,,Керамогранит,,4690311132925,14690311132922,Cersanit,Travertino,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,бежевый,Камень,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/db2/9mwx8ytimrbirbkrt1zpbyuh5lenq2xh/A17422_01.jpg;https://pvi.cersanit.ru/upload/uf/3ae/f4seb71gys0e9ekriiydpehmeflgylek/A17422_02.jpg;https://pvi.cersanit.ru/upload/uf/89f/kanfoubq26yarmtb36nhjtqagew71oqi/A17422_03.jpg;https://pvi.cersanit.ru/upload/uf/913/s3q6e5odrmq0082d3bfl27k3tk1ziwa9/A17422_04.jpg,https://pvi.cersanit.ru/upload/uf/316/dyykitb1b45bpv87mxgamlfwafooqrup/INT_Travertino_A17422_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/f1b/bealex43w8d8cieh43iukmuhch75ymub/INT_Travertino_A17422_1_2.jpg;https://pvi.cersanit.ru/upload/uf/8f9/hqclhe9qdrutsi8n1jecqscyjyz4spm6/INT_Travertino_A17422_1_3.jpg;https://pvi.cersanit.ru/upload/uf/608/4xh6mpkdne84qosnte2tz5w7flks0d44/INT_Travertino_A17422_1_4.jpg,
A17423,17423,17423,Глаз. керамогранит Travertino светло-бежевый ректификат 60x120,Керамогранит Cersanit Travertino  светло-бежевый ректификат  60x120 A17423,,Керамогранит,,4690311132932,14690311132939,Cersanit,Travertino,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,светло-бежевый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/fa6/o12i2q6t8kx81ze6yfkx1zii1r8nctsr/A17423_01.jpg;https://pvi.cersanit.ru/upload/uf/c43/omo4eekhih99nm8qlo60ek6yyf6p6no8/A17423_02.jpg;https://pvi.cersanit.ru/upload/uf/6f3/kkna85dpzeklpy1pm9ezue6axcc2wykv/A17423_03.jpg;https://pvi.cersanit.ru/upload/uf/c2a/6gv512c123o08c8wfm5nod3d7t2aa9u0/A17423_04.jpg;https://pvi.cersanit.ru/upload/uf/41b/zz9f4nfe4cp0mc31n5c99jdqbjcu24ox/A17423_05.jpg;https://pvi.cersanit.ru/upload/uf/295/fux4q0k1bde63ltm2ylv52yx3juwrnhf/A17423_06.jpg,https://pvi.cersanit.ru/upload/uf/d69/tr8uoqu1lpkl7plv1m013mxy93y2ndvn/INT_Travertino_A17423_1_1.jpg,2,https://pvi.cersanit.ru/upload/uf/3f0/zvg7rt4u07pb3y6ry74r5x04xgite0qk/INT_Travertino_A17423_1_2.jpg;https://pvi.cersanit.ru/upload/uf/4c5/7sweerxu7cm8gmzk1c6707k8hqnrn1jg/INT_Travertino_A17423_1_3.jpg,
A17424,17424,17424,Глаз. керамогранит Lancio светло-серый ректификат 60x120,Керамогранит Cersanit Lancio  светло-серый ректификат  60x120 A17424,,Керамогранит,,4690311132949,14690311132946,Cersanit,Lancio,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,светло-серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,8,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/0ee/jsimefizq5nh48ckc2h8ieg2pkfpe34e/A17424_01.jpg;https://pvi.cersanit.ru/upload/uf/e2c/kxd5cnd42mnvr3am111vmgugw69wacrm/A17424_02.jpg;https://pvi.cersanit.ru/upload/uf/dc5/55mv67u8xxfnu2j92sebnzghfraemsca/A17424_03.jpg;https://pvi.cersanit.ru/upload/uf/ff2/juivp0jxckpv15wsbwoofrcbff5mdfsh/A17424_04.jpg;https://pvi.cersanit.ru/upload/uf/e2e/ialvrkxeela6mw9gk6eln5jjktlbu1vk/A17424_05.jpg;https://pvi.cersanit.ru/upload/uf/6d3/gfrobhzfiwhbpwf2q3banugvtguutokp/A17424_06.jpg;https://pvi.cersanit.ru/upload/uf/5ae/fzlsgj33ghd2a8s6wr1u6l7j4myoh0ob/A17424_07.jpg;https://pvi.cersanit.ru/upload/uf/dfe/rryll6x26b1xzcyc51mmha5qmdm0072l/A17424_08.jpg,https://pvi.cersanit.ru/upload/uf/bc6/t948v36fto53wodwtc4l8m8w4f7f598a/INT_Lancio_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/ace/ybi3epi62osi6qmwmezqhpucrec4a3y3/INT_Lancio_1_2.jpg;https://pvi.cersanit.ru/upload/uf/dea/m2y5yzup1x9981ji2gzeqwzgrvlogofq/INT_Lancio_1_3.jpg;https://pvi.cersanit.ru/upload/uf/038/o14a4himnvz1y24uy09sp8vyhwmjyugr/INT_Lancio_2_1.jpg;https://pvi.cersanit.ru/upload/uf/a26/0o182wzjt2llak31kxiuygaybe4kh59t/INT_Lancio_2_2.jpg,
A17425,17425,17425,Глаз. керамогранит Valmonte светло-серый ректификат 60x120,Керамогранит Cersanit Valmonte  светло-серый ректификат  60x120 A17425,,Керамогранит,,4690311132956,14690311132953,Cersanit,Valmonte,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,светло-серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12A,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/9b2/y2lifhg4byz1z2ekwtsaliooebswkuf8/A17425_01.jpg;https://pvi.cersanit.ru/upload/uf/95b/j704mo9rnuio2c2rtagxmq9b3w1ri8l2/A17425_02.jpg;https://pvi.cersanit.ru/upload/uf/b2f/qceeqm76kjbq0jx5grd3vgfff4xmtw4p/A17425_03.jpg;https://pvi.cersanit.ru/upload/uf/a24/lawu30yogpuai2m41347umqn2nkyco8d/A17425_04.jpg;https://pvi.cersanit.ru/upload/uf/250/xeu23z60hrmwkzm7dlyhprihrscikti4/A17425_05.jpg;https://pvi.cersanit.ru/upload/uf/af3/y5owh0bl2rx1875k3qo0a0o6cay1j2cl/A17425_06.jpg,https://pvi.cersanit.ru/upload/uf/dd9/mys59fzt4faegew5fsuff0spyqdmgphx/INT_Valmonte_1_1.jpg,8,https://pvi.cersanit.ru/upload/uf/60c/5j6qinnlpkuu773m4fd14cmpshi6fetf/INT_Valmonte_1_2.jpg;https://pvi.cersanit.ru/upload/uf/9ac/1m1hh2sx7bjl1t397gi3zilat22zhiat/INT_Valmonte_1_3.jpg;https://pvi.cersanit.ru/upload/uf/94a/jwkr1rvz32x837ogr3us282fml7bf45c/INT_Valmonte_1_4.jpg;https://pvi.cersanit.ru/upload/uf/51d/q0ydfs4u5985458hhm9n3c2tk1d3qxhk/INT_Valmonte_2_1.jpg;https://pvi.cersanit.ru/upload/uf/09f/vqwmia6cxflrhcnp1lr966ehk2zv3dnr/INT_Valmonte_2_2.jpg;https://pvi.cersanit.ru/upload/uf/c60/cm1ptb6usg3w7k8gj23ees3hutbf1g08/INT_Valmonte_2_3.jpg;https://pvi.cersanit.ru/upload/uf/219/l700ni29d46kr0hoa0b44ggp4k5zlcp3/INT_Valmonte_2_4.jpg;https://pvi.cersanit.ru/upload/uf/5d6/mjjw0ue2p1twirntvl8z41aadlxpke8y/INT_Valmonte_2_5.jpg,
A17426,17426,17426,Глаз. керамогранит Cambio светло-серый рельеф ректификат 60x120,Керамогранит Cersanit Cambio  светло-серый ректификат  рельеф  60x120 A17426,,Керамогранит,,4690311132963,14690311132960,Cersanit,Cambio,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,светло-серый,Камень,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12A,8,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/115/evlkpmsosg3p23bttga6aq3mkxvchck8/A17426_01.jpg;https://pvi.cersanit.ru/upload/uf/558/5ojq0ct3u0cpcqrtkz6cnx07nbfth9cv/A17426_02.jpg;https://pvi.cersanit.ru/upload/uf/795/xrcmsqel8fbqfhsfkq923nostmrdgxgr/A17426_03.jpg;https://pvi.cersanit.ru/upload/uf/97b/uo6szkeoa22zdm2ym42xddhxdl9f1pn3/A17426_04.jpg;https://pvi.cersanit.ru/upload/uf/f39/1ugpqh1v5d6w898gy82vjievfvofhz5r/A17426_05.jpg;https://pvi.cersanit.ru/upload/uf/cc3/6eca1tr0j0sshylaufrlwq84zyzmkj0c/A17426_06.jpg;https://pvi.cersanit.ru/upload/uf/387/iyhpu62o5o312c8zcn46pjcy1pw96fiw/A17426_07.jpg;https://pvi.cersanit.ru/upload/uf/e44/kydx583ggs52s0k9flsl0t9hx74iz3mk/A17426_08.jpg,https://pvi.cersanit.ru/upload/uf/ab1/puxe64i7wec72wh15txsixmry33awi7n/INT_Cambio_A17426_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/af3/vkpom45m15zaaixrxik2rh9l3p5itsxz/INT_Cambio_A17426_1_2.jpg;https://pvi.cersanit.ru/upload/uf/6b7/4mojg66mwdmz2w7y0l9sm9di5b5ffsti/INT_Cambio_A17426_1_3.jpg;https://pvi.cersanit.ru/upload/uf/11c/l8rv3c6doss3l02wa8tt9mq1t35ba4ht/INT_Cambio_A17426_1_4.jpg;https://pvi.cersanit.ru/upload/uf/eb1/4yysv4ctqsiuanizadq2bhjdnze0y6ad/INT_Cambio_A17426_1_5.jpg,
A17427,17427,17427,Глаз. керамогранит Cambio серый рельеф ректификат 60x120,Керамогранит Cersanit Cambio  серый ректификат  рельеф  60x120 A17427,,Керамогранит,,4690311132970,14690311132977,Cersanit,Cambio,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,серый,Камень,Керамогранит,матовая,глазурованная,рельефная,Да,Да,"E<0,5%",Да,4,R12A,6,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/4bd/y3p0oovhpo55vprx23u4u2l2geqjr2w2/A17427_01.jpg;https://pvi.cersanit.ru/upload/uf/f30/5b1y46zukaug1c2ncdvrrevy2f7x8tta/A17427_02.jpg;https://pvi.cersanit.ru/upload/uf/0ca/o3ip4rpd19oqn8kq7krwehmpaduv7n9x/A17427_03.jpg;https://pvi.cersanit.ru/upload/uf/9da/0w2wwfsx44137wajbcs534494ihs2d95/A17427_04.jpg;https://pvi.cersanit.ru/upload/uf/f32/1iegoy84152wvu3vujeovzmskklcc5h6/A17427_05.jpg;https://pvi.cersanit.ru/upload/uf/0fd/epf74moh0ipqifxrgky7tqj9z0nq0e5n/A17427_06.jpg,https://pvi.cersanit.ru/upload/uf/cbc/bzf1pmv72cp0pijh6fbya2fxbacwpinc/INT_Cambio_A17427_2_1.jpg,5,https://pvi.cersanit.ru/upload/uf/86d/v0vw4qkl1oag6okaoiifsp064qqkyseg/INT_Cambio_A17427_2_2.jpg;https://pvi.cersanit.ru/upload/uf/e24/8lfajl4bn0ptrush5odww1gd1cpvdlza/INT_Cambio_A17427_2_3.jpg;https://pvi.cersanit.ru/upload/uf/177/kvhyvj12e7138mo5uj01opgcd0rwfv08/INT_Cambio_A17427_2_4.jpghttps://pvi.cersanit.ru/upload/uf/d94/66xlicr8kqz3zhbz4ydu16swyg4vjivo/INT_Cambio_A17427_2_5.jpg;https://pvi.cersanit.ru/upload/uf/b0f/ep0jbxwo87tqht7dwm4qufk8suxz0gut/INT_Cambio_A17427_2_6.jpg,
A17428,17428,17428,Глаз. керамогранит Cambio темно-серый ректификат 60x120,Керамогранит Cersanit Cambio  темно-серый ректификат  60x120 A17428,,Керамогранит,,4690311132987,14690311132984,Cersanit,Cambio,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,темно-серый,Камень,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,7,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/ce2/t2gu2o6m5weacvd3k0bb6d2ri0bxn0pk/A17428_01.jpg;https://pvi.cersanit.ru/upload/uf/336/1voulxef5st24jecfi1k8xq047qe91qt/A17428_02.jpg;https://pvi.cersanit.ru/upload/uf/dff/j17m6huiy82ptnmhfb3s2i3t7rrsrc7f/A17428_03.jpg;https://pvi.cersanit.ru/upload/uf/5af/4p1ibae0udnhj5ab8bh86gb056pbuuhu/A17428_04.jpg;https://pvi.cersanit.ru/upload/uf/b69/447bcqwvb4xkpa55en8m14vbj5bi7yez/A17428_05.jpg;https://pvi.cersanit.ru/upload/uf/35d/94hvmllueknhiytbvs3dnrboy2mi4b9y/A17428_06.jpg;https://pvi.cersanit.ru/upload/uf/d20/du00w0hofsmwgwke5xzem5eouo8jgsek/A17428_07.jpg,https://pvi.cersanit.ru/upload/uf/8c7/kqofsm3jt8v9tjz4qdvt82mvqzmm3hty/INT_Cambio_A17428_3_1.jpg,3,https://pvi.cersanit.ru/upload/uf/caf/i1csbwo631e4qg5wu7iksys0028uqh5p/INT_Cambio_A17428_3_2.jpg;https://pvi.cersanit.ru/upload/uf/2f7/0vipcqblpweqm7lzl2noe07of0f8z12i/INT_Cambio_A17428_3_3.jpg;https://pvi.cersanit.ru/upload/uf/b60/weov72thsevgwhnroczo0yaf29p2u8ul/INT_Cambio_A17428_3_4.jpg;,
A17429,17429,17429,Глаз. керамогранит Rustico многоцветный ректификат 60x120,Керамогранит Cersanit Rustico  многоцветный ректификат  60x120 A17429,,Керамогранит,,4690311132994,14690311132991,Cersanit,Rustico,Современный,м2,60x120,60x120,60x120,60,120,"0,85",14,1,30,30,2,2,"1,44","0,61","1,21","0,026","28,5","27,99936","43,2","0,8","1,27","0,77",885,"839,9808","0,34",16,0.500,ИНДИЯ,многоцветный,Металл,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12A,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/0b3/wsntq57dhzunramfgxppy1w5uc6r3owq/A17429_01.jpg;https://pvi.cersanit.ru/upload/uf/b12/qk4rw3m3vy7sv72c1ebc5vbvjv6yjkin/A17429_02.jpg;https://pvi.cersanit.ru/upload/uf/e37/p6hbqsgbnoidt42a1838rdjb7gm7yckz/A17429_03.jpg;https://pvi.cersanit.ru/upload/uf/91e/r4urqqvphhdftxq23a42fjqdv8zm6pi9/A17429_04.jpg,https://pvi.cersanit.ru/upload/uf/1e9/k082x0hwthgoclw0qcbg8sbq9d94lfqw/INT_Rustico_1_1.jpg,5,https://pvi.cersanit.ru/upload/uf/894/4xz9u6ozo84eae6019yyh0lmbu0q2krd/INT_Rustico_1_2.jpg;https://pvi.cersanit.ru/upload/uf/3cf/8ojs54na4e7j3o1vzemn1yjzg14rhlim/INT_Rustico_1_3.jpg;https://pvi.cersanit.ru/upload/uf/9c3/lmk2yxmcfepf6tgks6got52k9v175bbk/INT_Rustico_1_4.jpg;https://pvi.cersanit.ru/upload/uf/2ea/3d3fp3u1xn0d370dlaap2yrelh6xptzs/INT_Rustico_1_5.jpg;https://pvi.cersanit.ru/upload/uf/c23/oiis00kigqgqa05b59grwtnam7cbnapy/INT_Rustico_1_6.jpg,
A17431,17431,17431,Глаз. керамогранит Silvia полированный белый ректификат 60x120,Керамогранит Cersanit Silvia полированный белый ректификат  60x120 A17431,полированный,Керамогранит,,4690311133076,14690311133073,Cersanit,Silvia,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,белый,Мрамор,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/d04/gyil7wt1cw6qhb0ho0xw5nnd7t7bjwm3/A17431_01.jpg;https://pvi.cersanit.ru/upload/uf/43c/ylve1ra6lpu07n61nsogp3bjsq97599t/A17431_02.jpg;https://pvi.cersanit.ru/upload/uf/b62/acmub9d36wzq8iz0ggxaojsj2izl5u2q/A17431_03.jpg;https://pvi.cersanit.ru/upload/uf/288/zyywg3t73ofmx2rtf3pyyj0gkyjgylg3/A17431_04.jpg;https://pvi.cersanit.ru/upload/uf/1a6/etr2fd5uxzjju1k2plss2khkxbj5ehhr/A17431_05.jpg,https://pvi.cersanit.ru/upload/uf/ef1/6j1bq9z9qk0daumoei518ete4pb7y0et/INT_Silvia_A17431_1_1.jpg,4,https://pvi.cersanit.ru/upload/uf/29f/6z7yfztgienap7swy220lktklnl12lfx/INT_Silvia_A17431_1_2.jpg;https://pvi.cersanit.ru/upload/uf/5e9/mow5xbg5hs0nay02b21t88ykj9awng5u/INT_Silvia_A17431_1_3.jpg;https://pvi.cersanit.ru/upload/uf/eac/2z11ym26ipu34vs5es3khzf7zg127m81/INT_Silvia_A17431_1_4.jpg;https://pvi.cersanit.ru/upload/uf/506/n60uqaa0n5tk26ljcwwwyj7g4fgx0vat/INT_Silvia_A17431_1_5.jpg,
A17432,17432,17432,Глаз. керамогранит Silvia полированный бежевый ректификат 60x120,Керамогранит Cersanit Silvia полированный бежевый ректификат  60x120 A17432,полированный,Керамогранит,,4690311133083,14690311133080,Cersanit,Silvia,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,бежевый,Мрамор,Керамогранит,полированная,глазурованная,гладкая,Да,,"E<0,5%",Да,3,R12,5,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/6f1/i59lt8giw7w1zmgnmdetlmv1bcebvx33/A17432_01.jpg;https://pvi.cersanit.ru/upload/uf/808/47sbftzfltkjndt8e84bn0n0u4ssaud5/A17432_02.jpg;https://pvi.cersanit.ru/upload/uf/56c/4s8ekkj4hpnf3dj3qgf2d1jmxf3rjjlt/A17432_03.jpg;https://pvi.cersanit.ru/upload/uf/729/zm2ijngml1yrpji0601fx05bsqs4ivno/A17432_04.jpg;https://pvi.cersanit.ru/upload/uf/2af/yhrrj3tseelv4nvoyxq4ufysd9srwzqb/A17432_05.jpg,https://pvi.cersanit.ru/upload/uf/cf9/vtfo3a24ksd5kh3ummedtci3ptqltofs/INT_Silvia_A17432_2_1.jpg,1,https://pvi.cersanit.ru/upload/uf/12b/gd8v3rg26o0bbwxh1txd8lk3u52lbael/INT_Silvia_A17432_2_2.jpg,
A17433,17433,17433,Глаз. керамогранит Stilo светло-серый ректификат 60x120,Керамогранит Cersanit Stilo  светло-серый ректификат  60x120 A17433,,Керамогранит,,4690311133106,14690311133103,Cersanit,Stilo,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,светло-серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/81d/vx3fgjzvp4xhgasrbpsxh95ar7tm013x/A17433_01.jpg;https://pvi.cersanit.ru/upload/uf/1df/jk1dyzqa3xv7a42al9j6wdkz68zukfg3/A17433_02.jpg;https://pvi.cersanit.ru/upload/uf/511/ebizsxs20d8c7hrllvxt7j2eksaz5ye1/A17433_03.jpg;https://pvi.cersanit.ru/upload/uf/8b9/2jjtoup49d3to4y12niumf5nwnwzbzdj/A17433_04.jpg,https://pvi.cersanit.ru/upload/uf/ca6/66vbj6m002nmzh80uu6io1as8lp5du26/INT_Stilo_1_1.jpg,3,https://pvi.cersanit.ru/upload/uf/e9e/hj506ljn91hingx7hegwrfvku82hiovq/INT_Stilo_1_2.jpg;https://pvi.cersanit.ru/upload/uf/c56/0w3r2okpio52pm2okh4y23rcc804pu0b/INT_Stilo_1_3.jpg;https://pvi.cersanit.ru/upload/uf/64e/qdchsf8eylg9p6kaxx6z13ttoyyellsf/INT_Stilo_1_4.jpg,
A17434,17434,17434,Глаз. керамогранит Stilo серый ректификат 60x120,Керамогранит Cersanit Stilo  серый ректификат  60x120 A17434,,Керамогранит,,4690311133120,14690311133127,Cersanit,Stilo,Современный,м2,60x120,60x120,60x120,60,120,"0,7","10,83",1,37,37,2,2,"1,44","0,61","1,21","0,026",22,"21,66048","53,28","0,8","1,27","0,77",844,"801,43776","0,34",30,0.500,ИНДИЯ,серый,Бетон,Керамогранит,матовая,глазурованная,гладкая,Да,,"E<0,5%",Да,4,R12,4,Универсальный,Для внутренней и внешней отделки,Ванная комната; Гостиная; Спальня; Кухня; Коридор; Балконы и лоджии,https://pvi.cersanit.ru/upload/uf/6d8/npa4m7mvnozjz478vpqekr2fo9yo47aw/A17434_01.jpg;https://pvi.cersanit.ru/upload/uf/2f1/qg088m8x497rks3omxos2hr9thypdrk0/A17434_02.jpg;https://pvi.cersanit.ru/upload/uf/db3/tnkbbds61c4dnodj55xxwolgahx2abja/A17434_03.jpg;https://pvi.cersanit.ru/upload/uf/1f4/dxb0m73e20ie4dfnigi34g82gg8weue1/A17434_04.jpg,https://pvi.cersanit.ru/upload/uf/634/diuoavn25iio23g8pz7ij05c8fnzhhko/INT_Stilo_2_1.jpg,1,https://pvi.cersanit.ru/upload/uf/631/yfb3mou6cnvoh6odyuj9fguiqhy2a5zs/INT_Stilo_2_2.jpg,
